rank,run_id,track,rank_status,budget_tier,candidate_count,selected_model_policy,mean_score,eligible_targets,ok_targets,missing_targets,failed_targets,partial_candidate_targets,metric_unavailable_targets,artifact_path
,server_v2_attack_scoreable_antibody_fv_size_balanced_shard05_msa_reuse_protenix5_seed101_105,protein_domain,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,71,0,71,0,0,0,
,server_v2_attack_scoreable_antibody_fv_size_balanced_shard06_msa_reuse_protenix5_seed101_105,protein_domain,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,71,0,71,0,0,0,
,server_v2_attack_scoreable_defaultparams_shard01_msa_reuse_protenix5_seed101_105,protein_domain,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,71,0,71,0,0,0,
,server_v2_attack_scoreable_defaultparams_shard02_msa_reuse_protenix5_seed101_105,protein_domain,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,71,0,71,0,0,0,
,server_v2_attack_scoreable_defaultparams_shard03_msa_reuse_protenix5_seed101_105,protein_domain,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,71,0,71,0,0,0,
,server_v2_attack_scoreable_defaultparams_shard04_msa_reuse_protenix5_seed101_105,protein_domain,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,71,0,71,0,0,0,
,server_v2_attack_scoreable_defaultparams_shard05_msa_reuse_protenix5_seed101_105,protein_domain,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,71,0,71,0,0,0,
,server_v2_attack_scoreable_defaultparams_shard06_msa_reuse_protenix5_seed101_105,protein_domain,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,71,0,71,0,0,0,
,server_v2_attack_scoreable_oligo_first_msa_reuse_protenix5_seed101_105,protein_domain,pending:no_scored_targets,server_attack,5,protenix_confidence_v1,0.000000,71,0,71,0,0,0,
,server_v2_attack_scoreable_oligo_first_phase_alias_msa_reuse_protenix5_seed101_105,protein_domain,pending:no_scored_targets,server_attack,5,protenix_confidence_v1,0.000000,71,0,71,0,0,0,
,server_v2_attack_scoreable_oligo_recovery_msa_reuse_protenix5_seed101_105,protein_domain,pending:no_scored_targets,server_attack,5,protenix_confidence_v1,0.000000,71,0,47,24,24,0,
,server_v2_attack_scoreable_oligo_size_first_phase_alias_msa_reuse_protenix5_seed101_105,protein_domain,pending:no_scored_targets,server_attack,5,protenix_confidence_v1,0.000000,71,0,71,0,0,0,
,server_v2_attack_scoreable_size_balanced_shard01_msa_reuse_protenix25_seed106_110,protein_domain,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,71,0,71,0,0,0,
,server_v2_attack_scoreable_size_balanced_shard01_msa_reuse_protenix25_seed111_115,protein_domain,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,71,0,71,0,0,0,
,server_v2_attack_scoreable_size_balanced_shard01_msa_reuse_protenix25_seed116_120,protein_domain,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,71,0,71,0,0,0,
,server_v2_attack_scoreable_size_balanced_shard01_msa_reuse_protenix25_seed121_125,protein_domain,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,71,0,71,0,0,0,
,server_v2_attack_scoreable_size_balanced_shard02_msa_reuse_protenix25_seed106_110,protein_domain,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,71,0,71,0,0,0,
,server_v2_attack_scoreable_size_balanced_shard02_msa_reuse_protenix25_seed111_115,protein_domain,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,71,0,71,0,0,0,
,server_v2_attack_scoreable_size_balanced_shard02_msa_reuse_protenix25_seed116_120,protein_domain,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,71,0,71,0,0,0,
,server_v2_attack_scoreable_size_balanced_shard02_msa_reuse_protenix25_seed121_125,protein_domain,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,71,0,71,0,0,0,
,server_v2_attack_scoreable_size_balanced_shard03_msa_reuse_protenix25_seed106_110,protein_domain,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,71,0,71,0,0,0,
,server_v2_attack_scoreable_size_balanced_shard03_msa_reuse_protenix25_seed111_115,protein_domain,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,71,0,71,0,0,0,
,server_v2_attack_scoreable_size_balanced_shard03_msa_reuse_protenix25_seed116_120,protein_domain,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,71,0,71,0,0,0,
,server_v2_attack_scoreable_size_balanced_shard03_msa_reuse_protenix25_seed121_125,protein_domain,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,71,0,71,0,0,0,
,server_v2_attack_scoreable_size_balanced_shard04_msa_reuse_protenix25_seed106_110,protein_domain,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,71,0,71,0,0,0,
,server_v2_attack_scoreable_size_balanced_shard04_msa_reuse_protenix25_seed111_115,protein_domain,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,71,0,71,0,0,0,
,server_v2_attack_scoreable_size_balanced_shard04_msa_reuse_protenix25_seed116_120,protein_domain,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,71,0,71,0,0,0,
,server_v2_attack_scoreable_size_balanced_shard04_msa_reuse_protenix25_seed121_125,protein_domain,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,71,0,71,0,0,0,
,server_v2_attack_scoreable_size_balanced_shard05_msa_reuse_protenix25_seed106_110,protein_domain,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,71,0,71,0,0,0,
,server_v2_attack_scoreable_size_balanced_shard05_msa_reuse_protenix25_seed111_115,protein_domain,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,71,0,71,0,0,0,
,server_v2_attack_scoreable_size_balanced_shard05_msa_reuse_protenix25_seed116_120,protein_domain,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,71,0,71,0,0,0,
,server_v2_attack_scoreable_size_balanced_shard05_msa_reuse_protenix25_seed121_125,protein_domain,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,71,0,71,0,0,0,
,server_v2_attack_scoreable_size_balanced_shard06_msa_reuse_protenix25_seed106_110,protein_domain,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,71,0,71,0,0,0,
,server_v2_attack_scoreable_size_balanced_shard06_msa_reuse_protenix25_seed111_115,protein_domain,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,71,0,71,0,0,0,
,server_v2_attack_scoreable_size_balanced_shard06_msa_reuse_protenix25_seed116_120,protein_domain,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,71,0,71,0,0,0,
,server_v2_attack_scoreable_size_balanced_shard06_msa_reuse_protenix25_seed121_125,protein_domain,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,71,0,71,0,0,0,
,server_v2_domain_sequence_recovery_oligo_nofail_msa_reuse_after_warmup_seed101,protein_domain,pending:no_scored_targets,dev_fixed,1,first_output_only,0.000000,71,0,71,0,0,0,
,server_v2_domain_sequence_recovery_oligo_nofail_msa_reuse_seed101,protein_domain,pending:no_scored_targets,dev_fixed,1,first_output_only,0.000000,71,0,71,0,0,0,
,server_v2_protenix_yang_coverage_stoich_low_complexity_large_fallback_seed101,protein_domain,pending:no_scored_targets,dev_fixed,1,first_output_only,0.000000,71,0,71,0,0,0,
,server_v2_protenix_yang_coverage_stoich_low_complexity_seed101,protein_domain,pending:no_scored_targets,dev_fixed,1,first_output_only,0.000000,71,0,71,0,0,0,
,server_v2_protenix_yang_coverage_stoich_seed101,protein_domain,pending:no_scored_targets,dev_fixed,1,first_output_only,0.000000,71,0,71,0,0,0,
,server_v2_protenix_yang_oligo_sequence_stoich_hydrophobic_leader_nofail_msa_reuse_seed101,protein_domain,pending:no_scored_targets,dev_fixed,1,first_output_only,0.000000,71,0,71,0,0,0,
,server_v2_attack_scoreable_size_balanced_msa_reuse_protenix5_seed101_105,protein_oligo,attack:protenix_confidence_v1,server_attack,5,protenix_confidence_v1,0.116923,104,50,54,0,0,0,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_size_balanced_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/H0220
,server_v2_attack_scoreable_size_balanced_msa_reuse_protenix5_seed101_105_consensus_replay,protein_oligo,attack:diversity_confidence_consensus_v1,server_attack,5,diversity_confidence_consensus_v1,0.115250,104,50,54,0,0,0,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_size_balanced_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/H0220
,server_v2_attack_scoreable_size_balanced_shard02_msa_reuse_protenix5_seed101_105,protein_oligo,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.031692,104,11,93,0,0,0,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_size_balanced_shard02_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/H0223
,server_v2_scoreable_attack_seed101_partial_diagnostic_20260706_2027cdt,protein_oligo,unranked:run_not_rank_eligible,diagnostic,1,first_output_only,0.028394,104,12,92,0,0,0,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_oligo_recovery_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/H0220
,server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,protein_oligo,unranked:run_not_rank_eligible,diagnostic,1,first_output_only,0.028394,104,12,92,0,0,0,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_oligo_recovery_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/H0220
,server_v2_attack_scoreable_size_balanced_shard04_msa_reuse_protenix5_seed101_105,protein_oligo,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.026721,104,11,93,0,0,0,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_size_balanced_shard04_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/H0220
,server_v2_attack_scoreable_size_balanced_shard06_msa_reuse_protenix5_seed101_105,protein_oligo,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.023413,104,11,93,0,0,0,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_size_balanced_shard06_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/H0225
,server_v2_attack_scoreable_size_balanced_shard05_msa_reuse_protenix5_seed101_105,protein_oligo,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.018712,104,11,93,0,0,0,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_size_balanced_shard05_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/H0227
,server_v2_attack_scoreable_size_balanced_shard01_msa_reuse_protenix5_seed101_105,protein_oligo,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.014173,104,10,94,0,0,0,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_size_balanced_shard01_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/H0236
,server_v2_attack_scoreable_size_balanced_shard03_msa_reuse_protenix5_seed101_105,protein_oligo,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.013317,104,10,94,0,0,0,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_size_balanced_shard03_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/H1222
,server_v2_attack_nofail_protenix5_seed101_105,protein_oligo,pending:no_scored_targets,server_attack,5,protenix_confidence_v1,0.000000,104,0,104,0,0,0,
,server_v2_attack_oligo_recovery_nofail_msa_reuse_protenix5_seed101_105,protein_oligo,pending:no_scored_targets,server_attack,5,protenix_confidence_v1,0.000000,104,0,104,0,0,0,
,server_v2_attack_oligo_recovery_nofail_protenix5_seed101_105,protein_oligo,pending:no_scored_targets,server_attack,5,protenix_confidence_v1,0.000000,104,0,104,0,0,0,
,server_v2_attack_scoreable_antibody_fv_oligo_size_first_phase_alias_msa_reuse_protenix5_seed101_105,protein_oligo,pending:no_scored_targets,server_attack,5,protenix_confidence_v1,0.000000,104,0,104,0,0,0,
,server_v2_attack_scoreable_antibody_fv_size_balanced_shard01_msa_reuse_protenix5_seed101_105,protein_oligo,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,104,0,104,0,0,0,
,server_v2_attack_scoreable_antibody_fv_size_balanced_shard02_msa_reuse_protenix5_seed101_105,protein_oligo,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,104,0,104,0,0,0,
,server_v2_attack_scoreable_antibody_fv_size_balanced_shard03_msa_reuse_protenix5_seed101_105,protein_oligo,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,104,0,104,0,0,0,
,server_v2_attack_scoreable_antibody_fv_size_balanced_shard04_msa_reuse_protenix5_seed101_105,protein_oligo,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,104,0,104,0,0,0,
,server_v2_attack_scoreable_antibody_fv_size_balanced_shard05_msa_reuse_protenix5_seed101_105,protein_oligo,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,104,0,104,0,0,0,
,server_v2_attack_scoreable_antibody_fv_size_balanced_shard06_msa_reuse_protenix5_seed101_105,protein_oligo,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,104,0,104,0,0,0,
,server_v2_attack_scoreable_defaultparams_shard01_msa_reuse_protenix5_seed101_105,protein_oligo,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,104,0,104,0,0,0,
,server_v2_attack_scoreable_defaultparams_shard02_msa_reuse_protenix5_seed101_105,protein_oligo,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,104,0,104,0,0,0,
,server_v2_attack_scoreable_defaultparams_shard03_msa_reuse_protenix5_seed101_105,protein_oligo,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,104,0,104,0,0,0,
,server_v2_attack_scoreable_defaultparams_shard04_msa_reuse_protenix5_seed101_105,protein_oligo,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,104,0,104,0,0,0,
,server_v2_attack_scoreable_defaultparams_shard05_msa_reuse_protenix5_seed101_105,protein_oligo,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,104,0,104,0,0,0,
,server_v2_attack_scoreable_defaultparams_shard06_msa_reuse_protenix5_seed101_105,protein_oligo,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,104,0,104,0,0,0,
,server_v2_attack_scoreable_oligo_first_msa_reuse_protenix5_seed101_105,protein_oligo,pending:no_scored_targets,server_attack,5,protenix_confidence_v1,0.000000,104,0,104,0,0,0,
,server_v2_attack_scoreable_oligo_first_phase_alias_msa_reuse_protenix5_seed101_105,protein_oligo,pending:no_scored_targets,server_attack,5,protenix_confidence_v1,0.000000,104,0,104,0,0,0,
,server_v2_attack_scoreable_oligo_recovery_msa_reuse_protenix5_seed101_105,protein_oligo,pending:no_scored_targets,server_attack,5,protenix_confidence_v1,0.000000,104,0,92,12,12,0,
,server_v2_attack_scoreable_oligo_size_first_phase_alias_msa_reuse_protenix5_seed101_105,protein_oligo,pending:no_scored_targets,server_attack,5,protenix_confidence_v1,0.000000,104,0,104,0,0,0,
,server_v2_attack_scoreable_size_balanced_shard01_msa_reuse_protenix25_seed106_110,protein_oligo,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,104,0,104,0,0,0,
,server_v2_attack_scoreable_size_balanced_shard01_msa_reuse_protenix25_seed111_115,protein_oligo,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,104,0,104,0,0,0,
,server_v2_attack_scoreable_size_balanced_shard01_msa_reuse_protenix25_seed116_120,protein_oligo,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,104,0,104,0,0,0,
,server_v2_attack_scoreable_size_balanced_shard01_msa_reuse_protenix25_seed121_125,protein_oligo,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,104,0,104,0,0,0,
,server_v2_attack_scoreable_size_balanced_shard02_msa_reuse_protenix25_seed106_110,protein_oligo,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,104,0,104,0,0,0,
,server_v2_attack_scoreable_size_balanced_shard02_msa_reuse_protenix25_seed111_115,protein_oligo,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,104,0,104,0,0,0,
,server_v2_attack_scoreable_size_balanced_shard02_msa_reuse_protenix25_seed116_120,protein_oligo,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,104,0,104,0,0,0,
,server_v2_attack_scoreable_size_balanced_shard02_msa_reuse_protenix25_seed121_125,protein_oligo,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,104,0,104,0,0,0,
,server_v2_attack_scoreable_size_balanced_shard03_msa_reuse_protenix25_seed106_110,protein_oligo,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,104,0,104,0,0,0,
,server_v2_attack_scoreable_size_balanced_shard03_msa_reuse_protenix25_seed111_115,protein_oligo,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,104,0,104,0,0,0,
,server_v2_attack_scoreable_size_balanced_shard03_msa_reuse_protenix25_seed116_120,protein_oligo,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,104,0,104,0,0,0,
,server_v2_attack_scoreable_size_balanced_shard03_msa_reuse_protenix25_seed121_125,protein_oligo,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,104,0,104,0,0,0,
,server_v2_attack_scoreable_size_balanced_shard04_msa_reuse_protenix25_seed106_110,protein_oligo,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,104,0,104,0,0,0,
,server_v2_attack_scoreable_size_balanced_shard04_msa_reuse_protenix25_seed111_115,protein_oligo,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,104,0,104,0,0,0,
,server_v2_attack_scoreable_size_balanced_shard04_msa_reuse_protenix25_seed116_120,protein_oligo,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,104,0,104,0,0,0,
,server_v2_attack_scoreable_size_balanced_shard04_msa_reuse_protenix25_seed121_125,protein_oligo,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,104,0,104,0,0,0,
,server_v2_attack_scoreable_size_balanced_shard05_msa_reuse_protenix25_seed106_110,protein_oligo,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,104,0,104,0,0,0,
,server_v2_attack_scoreable_size_balanced_shard05_msa_reuse_protenix25_seed111_115,protein_oligo,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,104,0,104,0,0,0,
,server_v2_attack_scoreable_size_balanced_shard05_msa_reuse_protenix25_seed116_120,protein_oligo,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,104,0,104,0,0,0,
,server_v2_attack_scoreable_size_balanced_shard05_msa_reuse_protenix25_seed121_125,protein_oligo,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,104,0,104,0,0,0,
,server_v2_attack_scoreable_size_balanced_shard06_msa_reuse_protenix25_seed106_110,protein_oligo,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,104,0,104,0,0,0,
,server_v2_attack_scoreable_size_balanced_shard06_msa_reuse_protenix25_seed111_115,protein_oligo,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,104,0,104,0,0,0,
,server_v2_attack_scoreable_size_balanced_shard06_msa_reuse_protenix25_seed116_120,protein_oligo,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,104,0,104,0,0,0,
,server_v2_attack_scoreable_size_balanced_shard06_msa_reuse_protenix25_seed121_125,protein_oligo,unranked:run_not_rank_eligible,server_attack,5,protenix_confidence_v1,0.000000,104,0,104,0,0,0,
,server_v2_domain_sequence_recovery_msa_warmup_seed101,protein_oligo,unranked:run_not_rank_eligible,diagnostic,1,first_output_only,0.000000,104,0,104,0,0,0,
,server_v2_domain_sequence_recovery_oligo_nofail_msa_reuse_after_warmup_seed101,protein_oligo,pending:no_scored_targets,dev_fixed,1,first_output_only,0.000000,104,0,104,0,0,0,
,server_v2_domain_sequence_recovery_oligo_nofail_msa_reuse_seed101,protein_oligo,pending:no_scored_targets,dev_fixed,1,first_output_only,0.000000,104,0,104,0,0,0,
,server_v2_protenix_yang_coverage_stoich_low_complexity_large_fallback_seed101,protein_oligo,pending:no_scored_targets,dev_fixed,1,first_output_only,0.000000,104,0,104,0,0,0,
,server_v2_protenix_yang_coverage_stoich_low_complexity_seed101,protein_oligo,pending:no_scored_targets,dev_fixed,1,first_output_only,0.000000,104,0,104,0,0,0,
,server_v2_protenix_yang_coverage_stoich_seed101,protein_oligo,pending:no_scored_targets,dev_fixed,1,first_output_only,0.000000,104,0,104,0,0,0,
,server_v2_protenix_yang_oligo_sequence_stoich_hydrophobic_leader_nofail_msa_reuse_seed101,protein_oligo,pending:no_scored_targets,dev_fixed,1,first_output_only,0.000000,104,0,104,0,0,0,
